"ROI_TOTAL.Photons.s","MEAN.Photons.s.cm.2.sr","AREA.Pixels..cm.2","Treatment","Site","Group","Mouse_number","day","exp","Mouse"
66710.469,1694.2834,3.133,"control","Salivary Gland","2C","5",5,19,"2C-5"
436602.25,2444.6416,14.21,"control","Body","2C","1",5,19,"2C-1"
393969.59,2205.9309,14.21,"control","Body","2C","2",5,19,"2C-2"
411402.5,2303.542,14.21,"control","Body","2C","3",5,19,"2C-3"
421606.06,2370.2317,14.15,"control","Body","2C","4",5,19,"2C-4"
383819.78,2157.8005,14.15,"control","Body","2C","5",5,19,"2C-5"
789782.38,20058.549,3.133,"infected","Salivary Gland","1D","1",5,19,"1D-1"
1155551,29348.186,3.133,"infected","Salivary Gland","1D","2",5,19,"1D-2"
102060.05,2592.0769,3.133,"infected","Salivary Gland","1D","3",5,19,"1D-3"
340266.59,8641.9434,3.133,"infected","Salivary Gland","1D","4",5,19,"1D-4"
993526.13,25233.146,3.133,"infected","Salivary Gland","1D","5",5,19,"1D-5"
611881.06,3426.0698,14.21,"infected","Body","1D","1",5,19,"1D-1"
392827.38,2199.5354,14.21,"infected","Body","1D","2",5,19,"1D-2"
397096.06,2223.4368,14.21,"infected","Body","1D","3",5,19,"1D-3"
380541.06,2139.3677,14.15,"infected","Body","1D","4",5,19,"1D-4"
576670.25,3228.9165,14.21,"infected","Body","1D","5",5,19,"1D-5"
1571721.6,39917.906,3.133,"infected","Salivary Gland","2D","1",5,19,"2D-1"
792348.94,20123.734,3.133,"infected","Salivary Gland","2D","2",5,19,"2D-2"
200328.48,5087.856,3.133,"infected","Salivary Gland","2D","3",5,19,"2D-3"
654903.44,16632.953,3.133,"infected","Salivary Gland","2D","4",5,19,"2D-4"
501326.25,12732.467,3.133,"infected","Salivary Gland","2D","5",5,19,"2D-5"
566686.25,3173.0132,14.21,"infected","Body","2D","1",5,19,"2D-1"
629452.81,3524.4583,14.21,"infected","Body","2D","2",5,19,"2D-2"
593140.13,3321.1353,14.21,"infected","Body","2D","3",5,19,"2D-3"
544223.19,3059.5745,14.15,"infected","Body","2D","4",5,19,"2D-4"
563918.13,3157.5137,14.21,"infected","Body","2D","5",5,19,"2D-5"
70775.305,1797.5206,3.133,"control","Salivary Gland","1C","1",6,19,"1C-1"
84154.586,2137.3215,3.133,"control","Salivary Gland","1C","2",6,19,"1C-2"
50059.164,1271.381,3.133,"control","Salivary Gland","1C","3",6,19,"1C-3"
57731.98,1466.2518,3.133,"control","Salivary Gland","1C","4",6,19,"1C-4"
44780.469,1137.3149,3.133,"control","Salivary Gland","1C","5",6,19,"1C-5"
298863.44,1673.4086,14.21,"control","Body","1C","1",6,19,"1C-1"
463011.44,2592.5129,14.21,"control","Body","1C","2",6,19,"1C-2"
239380.09,1340.347,14.21,"control","Body","1C","3",6,19,"1C-3"
285609.56,1599.197,14.21,"control","Body","1C","4",6,19,"1C-4"
254031.44,1422.3834,14.21,"control","Body","1C","5",6,19,"1C-5"
48831.875,1240.2108,3.133,"control","Salivary Gland","2C","1",6,19,"2C-1"
61790.102,1569.3182,3.133,"control","Salivary Gland","2C","2",6,19,"2C-2"
56419.586,1432.9202,3.133,"control","Salivary Gland","2C","3",6,19,"2C-3"
50043.488,1270.9829,3.133,"control","Salivary Gland","2C","4",6,19,"2C-4"
46856.559,1190.0426,3.133,"control","Salivary Gland","2C","5",6,19,"2C-5"
302285.5,1692.5696,14.21,"control","Body","2C","1",6,19,"2C-1"
261233.95,1462.712,14.21,"control","Body","2C","2",6,19,"2C-2"
227810.41,1275.5656,14.21,"control","Body","2C","3",6,19,"2C-3"
279468.66,1564.8125,14.21,"control","Body","2C","4",6,19,"2C-4"
271307.59,1519.1168,14.21,"control","Body","2C","5",6,19,"2C-5"
2221731.5,56426.574,3.133,"infected","Salivary Gland","1D","1",6,19,"1D-1"
4683641,118953.08,3.133,"infected","Salivary Gland","1D","2",6,19,"1D-2"
194747.44,4946.1113,3.133,"infected","Salivary Gland","1D","3",6,19,"1D-3"
888536.81,22566.672,3.133,"infected","Salivary Gland","1D","4",6,19,"1D-4"
1784535.9,45322.867,3.133,"infected","Salivary Gland","1D","5",6,19,"1D-5"
742565.19,4157.8018,14.21,"infected","Body","1D","1",6,19,"1D-1"
498387.91,2790.5942,14.21,"infected","Body","1D","2",6,19,"1D-2"
320811.34,1796.3003,14.21,"infected","Body","1D","3",6,19,"1D-3"
442658.13,2478.5498,14.21,"infected","Body","1D","4",6,19,"1D-4"
810003.5,4535.4053,14.21,"infected","Body","1D","5",6,19,"1D-5"
2457443.3,62413.074,3.133,"infected","Salivary Gland","2D","1",6,19,"2D-1"
949760.25,24121.598,3.133,"infected","Salivary Gland","2D","2",6,19,"2D-2"
169742.5,4311.0464,3.133,"infected","Salivary Gland","2D","3",6,19,"2D-3"
1248771.5,31715.758,3.133,"infected","Salivary Gland","2D","4",6,19,"2D-4"
887466.25,22539.484,3.133,"infected","Salivary Gland","2D","5",6,19,"2D-5"
647889.06,3627.6873,14.21,"infected","Body","2D","1",6,19,"2D-1"
792127.19,4435.3115,14.21,"infected","Body","2D","2",6,19,"2D-2"
347511.66,1945.8018,14.21,"infected","Body","2D","3",6,19,"2D-3"
413185.22,2322.8904,14.15,"infected","Body","2D","4",6,19,"2D-4"
1388057.9,7772.0713,14.21,"infected","Body","2D","5",6,19,"2D-5"
25938.852,658.78375,3.133,"control","Salivary Gland","1C","1",7,19,"1C-1"
37987.813,964.79797,3.133,"control","Salivary Gland","1C","2",7,19,"1C-2"
43322.5,1100.2861,3.133,"control","Salivary Gland","1C","3",7,19,"1C-3"
23408.125,594.5094,3.133,"control","Salivary Gland","1C","4",7,19,"1C-4"
23036.354,585.06732,3.133,"control","Salivary Gland","1C","5",7,19,"1C-5"
155382.28,870.02301,14.21,"control","Body","1C","1",7,19,"1C-1"
227926.86,1276.2177,14.21,"control","Body","1C","2",7,19,"1C-2"
202968.95,1136.4722,14.21,"control","Body","1C","3",7,19,"1C-3"
177348.13,993.01501,14.21,"control","Body","1C","4",7,19,"1C-4"
150473.11,842.53534,14.21,"control","Body","1C","5",7,19,"1C-5"
60518.016,1537.0104,3.133,"control","Salivary Gland","2C","1",7,19,"2C-1"
54164.32,1375.642,3.133,"control","Salivary Gland","2C","2",7,19,"2C-2"
58112.707,1475.9214,3.133,"control","Salivary Gland","2C","3",7,19,"2C-3"
46659.477,1185.0372,3.133,"control","Salivary Gland","2C","4",7,19,"2C-4"
46448.961,1179.6906,3.133,"control","Salivary Gland","2C","5",7,19,"2C-5"
307691.84,1722.8412,14.21,"control","Body","2C","1",7,19,"2C-1"
222457.81,1245.595,14.21,"control","Body","2C","2",7,19,"2C-2"
272843.94,1527.7192,14.21,"control","Body","2C","3",7,19,"2C-3"
273050,1528.8729,14.21,"control","Body","2C","4",7,19,"2C-4"
245341.88,1379.2902,14.15,"control","Body","2C","5",7,19,"2C-5"
3015827.3,76594.672,3.133,"infected","Salivary Gland","1D","1",7,19,"1D-1"
3942647.5,100133.66,3.133,"infected","Salivary Gland","1D","2",7,19,"1D-2"
462200.72,11738.774,3.133,"infected","Salivary Gland","1D","3",7,19,"1D-3"
1083261.8,27512.213,3.133,"infected","Salivary Gland","1D","4",7,19,"1D-4"
2806088.3,71267.813,3.133,"infected","Salivary Gland","1D","5",7,19,"1D-5"
1346769,7540.8848,14.21,"infected","Body","1D","1",7,19,"1D-1"
828251.63,4637.5811,14.21,"infected","Body","1D","2",7,19,"1D-2"
4022381.3,22522.283,14.21,"infected","Body","1D","3",7,19,"1D-3"
426434.56,2387.7102,14.21,"infected","Body","1D","4",7,19,"1D-4"
1448925.3,8112.8828,14.21,"infected","Body","1D","5",7,19,"1D-5"
2843016.5,72205.703,3.133,"infected","Salivary Gland","2D","1",7,19,"2D-1"
1523030.9,38681.277,3.133,"infected","Salivary Gland","2D","2",7,19,"2D-2"
178974.05,4545.5054,3.133,"infected","Salivary Gland","2D","3",7,19,"2D-3"
1976898.1,50208.398,3.133,"infected","Salivary Gland","2D","4",7,19,"2D-4"
1593541.9,40472.086,3.133,"infected","Salivary Gland","2D","5",7,19,"2D-5"
846871.56,4741.8389,14.21,"infected","Body","2D","1",7,19,"2D-1"
1071183.8,5997.8169,14.21,"infected","Body","2D","2",7,19,"2D-2"
373822.28,2093.1213,14.21,"infected","Body","2D","3",7,19,"2D-3"
753301.75,4217.9185,14.21,"infected","Body","2D","4",7,19,"2D-4"
913884.38,5117.0596,14.21,"infected","Body","2D","5",7,19,"2D-5"
50554.117,1283.9515,3.133,"control","Salivary Gland","1C","1",8,19,"1C-1"
47971.871,1218.3689,3.133,"control","Salivary Gland","1C","2",8,19,"1C-2"
55496.875,1409.4856,3.133,"control","Salivary Gland","1C","3",8,19,"1C-3"
47111.875,1196.527,3.133,"control","Salivary Gland","1C","4",8,19,"1C-4"
48054.738,1220.4734,3.133,"control","Salivary Gland","1C","5",8,19,"1C-5"
251899.36,1410.4454,14.21,"control","Body","1C","1",8,19,"1C-1"
291647.5,1633.0049,14.21,"control","Body","1C","2",8,19,"1C-2"
207967.69,1164.4614,14.21,"control","Body","1C","3",8,19,"1C-3"
246999.17,1383.0081,14.21,"control","Body","1C","4",8,19,"1C-4"
227613.34,1274.462,14.21,"control","Body","1C","5",8,19,"1C-5"
49866.563,1266.4894,3.133,"control","Salivary Gland","2C","1",8,19,"2C-1"
39723.488,1008.8799,3.133,"control","Salivary Gland","2C","2",8,19,"2C-2"
47223.852,1199.371,3.133,"control","Salivary Gland","2C","3",8,19,"2C-3"
42545.363,1080.5487,3.133,"control","Salivary Gland","2C","4",8,19,"2C-4"
56446.457,1433.6027,3.133,"control","Salivary Gland","2C","5",8,19,"2C-5"
289515.41,1621.0668,14.21,"control","Body","2C","1",8,19,"2C-1"
221360.41,1239.4504,14.21,"control","Body","2C","2",8,19,"2C-2"
268230.41,1501.887,14.21,"control","Body","2C","3",8,19,"2C-3"
263755.72,1482.811,14.15,"control","Body","2C","4",8,19,"2C-4"
237198.73,1328.1331,14.21,"control","Body","2C","5",8,19,"2C-5"
1400189.6,35561.41,3.133,"infected","Salivary Gland","1D","1",8,19,"1D-1"
2699851.3,68569.648,3.133,"infected","Salivary Gland","1D","2",8,19,"1D-2"
362666.91,9210.8574,3.133,"infected","Salivary Gland","1D","3",8,19,"1D-3"
1116080.6,28345.732,3.133,"infected","Salivary Gland","1D","4",8,19,"1D-4"
2295411.5,58297.871,3.133,"infected","Salivary Gland","1D","5",8,19,"1D-5"
525110.56,2940.2212,14.21,"infected","Body","1D","1",8,19,"1D-1"
905382.88,5069.4575,14.21,"infected","Body","1D","2",8,19,"1D-2"
680152.5,3808.3381,14.21,"infected","Body","1D","3",8,19,"1D-3"
1137793.4,6396.5728,14.15,"infected","Body","1D","4",8,19,"1D-4"
621551.56,3480.2175,14.21,"infected","Body","1D","5",8,19,"1D-5"
1897551.9,48193.199,3.133,"infected","Salivary Gland","2D","1",8,19,"2D-1"
1355971.4,34438.371,3.133,"infected","Salivary Gland","2D","2",8,19,"2D-2"
183083.7,4649.8804,3.133,"infected","Salivary Gland","2D","3",8,19,"2D-3"
2343625.5,59522.379,3.133,"infected","Salivary Gland","2D","4",8,19,"2D-4"
1445203.1,36704.641,3.133,"infected","Salivary Gland","2D","5",8,19,"2D-5"
618958.13,3465.696,14.21,"infected","Body","2D","1",8,19,"2D-1"
1240899.4,6948.0952,14.21,"infected","Body","2D","2",8,19,"2D-2"
393369.38,2202.5701,14.21,"infected","Body","2D","3",8,19,"2D-3"
1061307.1,5966.5742,14.15,"infected","Body","2D","4",8,19,"2D-4"
563591.13,3155.6831,14.21,"infected","Body","2D","5",8,19,"2D-5"
51178.957,1299.8209,3.133,"control","Salivary Gland","2C","1",12,19,"2C-1"
52872.086,1342.8223,3.133,"control","Salivary Gland","2C","2",12,19,"2C-2"
57107.133,1450.3822,3.133,"control","Salivary Gland","2C","3",12,19,"2C-3"
57463.23,1459.4261,3.133,"control","Salivary Gland","2C","4",12,19,"2C-4"
35837.809,910.19318,3.133,"control","Salivary Gland","2C","5",12,19,"2C-5"
248410.11,1390.9082,14.21,"control","Body","2C","1",12,19,"2C-1"
270201.25,1512.922,14.21,"control","Body","2C","2",12,19,"2C-2"
259863.33,1455.0376,14.21,"control","Body","2C","3",12,19,"2C-3"
290688.94,1627.6378,14.21,"control","Body","2C","4",12,19,"2C-4"
206597.08,1156.787,14.21,"control","Body","2C","5",12,19,"2C-5"
1040859.8,26435.305,3.133,"infected","Salivary Gland","2D","1",12,19,"2D-1"
4801767.5,121953.2,3.133,"infected","Salivary Gland","2D","2",12,19,"2D-2"
144748.73,3676.2659,3.133,"infected","Salivary Gland","2D","3",12,19,"2D-3"
390422.06,9915.7705,3.133,"infected","Salivary Gland","2D","4",12,19,"2D-4"
392820.66,9976.6885,3.133,"infected","Salivary Gland","2D","5",12,19,"2D-5"
1086395,6082.9883,14.21,"infected","Body","2D","1",12,19,"2D-1"
498862.72,2793.2529,14.21,"infected","Body","2D","2",12,19,"2D-2"
402399.38,2253.1313,14.21,"infected","Body","2D","3",12,19,"2D-3"
336578.03,1884.5817,14.21,"infected","Body","2D","4",12,19,"2D-4"
295132.28,1659.2074,14.15,"infected","Body","2D","5",12,19,"2D-5"
56959.32,1446.6281,3.133,"control","Salivary Gland","2C","1",13,19,"2C-1"
60786.77,1543.8361,3.133,"control","Salivary Gland","2C","2",13,19,"2C-2"
53976.195,1370.864,3.133,"control","Salivary Gland","2C","3",13,19,"2C-3"
96882.141,2460.5706,3.133,"control","Salivary Gland","2C","4",13,19,"2C-4"
59404.945,1508.7411,3.133,"control","Salivary Gland","2C","5",13,19,"2C-5"
305756.88,1712.0066,14.21,"control","Body","2C","1",13,19,"2C-1"
258026.86,1444.7549,14.21,"control","Body","2C","2",13,19,"2C-2"
267083.72,1495.4664,14.21,"control","Body","2C","3",13,19,"2C-3"
276060,1545.7266,14.21,"control","Body","2C","4",13,19,"2C-4"
245270.2,1373.3271,14.21,"control","Body","2C","5",13,19,"2C-5"
2052289.1,52123.152,3.133,"infected","Salivary Gland","2D","1",13,19,"2D-1"
3063250.3,77799.109,3.133,"infected","Salivary Gland","2D","2",13,19,"2D-2"
136874.36,3476.2759,3.133,"infected","Salivary Gland","2D","3",13,19,"2D-3"
477161.16,12118.731,3.133,"infected","Salivary Gland","2D","4",13,19,"2D-4"
550386.5,13978.479,3.133,"infected","Salivary Gland","2D","5",13,19,"2D-5"
921803.5,5161.4004,14.21,"infected","Body","2D","1",13,19,"2D-1"
401512.5,2248.1655,14.21,"infected","Body","2D","2",13,19,"2D-2"
391022.28,2189.4282,14.21,"infected","Body","2D","3",13,19,"2D-3"
328336.31,1838.4346,14.21,"infected","Body","2D","4",13,19,"2D-4"
344062.72,1926.4902,14.21,"infected","Body","2D","5",13,19,"2D-5"
67261.406,1708.276,3.133,"control","Salivary Gland","2C","1",14,19,"2C-1"
65740.727,1669.6544,3.133,"control","Salivary Gland","2C","2",14,19,"2C-2"
57572.965,1462.2133,3.133,"control","Salivary Gland","2C","3",14,19,"2C-3"
58363.539,1482.2919,3.133,"control","Salivary Gland","2C","4",14,19,"2C-4"
66036.352,1677.1626,3.133,"control","Salivary Gland","2C","5",14,19,"2C-5"
315440.84,1766.2295,14.21,"control","Body","2C","1",14,19,"2C-1"
269645.84,1509.8123,14.21,"control","Body","2C","2",14,19,"2C-2"
273591.97,1531.9075,14.21,"control","Body","2C","3",14,19,"2C-3"
255975.41,1433.2682,14.21,"control","Body","2C","4",14,19,"2C-4"
283181.88,1585.6038,14.21,"control","Body","2C","5",14,19,"2C-5"
1493961,37942.973,3.133,"infected","Salivary Gland","2D","1",14,19,"2D-1"
1532403.6,38919.32,3.133,"infected","Salivary Gland","2D","2",14,19,"2D-2"
224009.83,5689.3047,3.133,"infected","Salivary Gland","2D","3",14,19,"2D-3"
444279.59,11283.62,3.133,"infected","Salivary Gland","2D","4",14,19,"2D-4"
556581.19,14135.809,3.133,"infected","Salivary Gland","2D","5",14,19,"2D-5"
585597.31,3278.9009,14.21,"infected","Body","2D","1",14,19,"2D-1"
456556.97,2556.3728,14.21,"infected","Body","2D","2",14,19,"2D-2"
542843.63,3039.5127,14.21,"infected","Body","2D","3",14,19,"2D-3"
509579.09,2853.2563,14.21,"infected","Body","2D","4",14,19,"2D-4"
308233.84,1725.8759,14.21,"infected","Body","2D","5",14,19,"2D-5"
59774.48,1518.1263,3.133,"control","Salivary Gland","2C","1",15,19,"2C-1"
39761.563,1009.8469,3.133,"control","Salivary Gland","2C","2",15,19,"2C-2"
34583.645,878.34039,3.133,"control","Salivary Gland","2C","3",15,19,"2C-3"
39878.02,1012.8047,3.133,"control","Salivary Gland","2C","4",15,19,"2C-4"
42596.875,1081.8569,3.133,"control","Salivary Gland","2C","5",15,19,"2C-5"
256799.58,1437.8829,14.21,"control","Body","2C","1",15,19,"2C-1"
201643.11,1129.0485,14.21,"control","Body","2C","2",15,19,"2C-2"
234238,1311.5553,14.21,"control","Body","2C","3",15,19,"2C-3"
240195.31,1344.9115,14.21,"control","Body","2C","4",15,19,"2C-4"
223022.19,1248.7551,14.21,"control","Body","2C","5",15,19,"2C-5"
798017.31,20267.697,3.133,"infected","Salivary Gland","2D","1",15,19,"2D-1"
1288835.4,32733.283,3.133,"infected","Salivary Gland","2D","2",15,19,"2D-2"
172064.94,4370.0308,3.133,"infected","Salivary Gland","2D","3",15,19,"2D-3"
287849.16,7310.6685,3.133,"infected","Salivary Gland","2D","4",15,19,"2D-4"
624024.06,15848.692,3.133,"infected","Salivary Gland","2D","5",15,19,"2D-5"
430716.66,2411.6865,14.21,"infected","Body","2D","1",15,19,"2D-1"
409431.66,2292.5068,14.21,"infected","Body","2D","2",15,19,"2D-2"
368209.88,2061.696,14.21,"infected","Body","2D","3",15,19,"2D-3"
358409.47,2006.8213,14.21,"infected","Body","2D","4",15,19,"2D-4"
351820.59,1969.9286,14.21,"infected","Body","2D","5",15,19,"2D-5"
54036.664,1372.3998,3.133,"control","Salivary Gland","2C","1",16,19,"2C-1"
39519.688,1003.7039,3.133,"control","Salivary Gland","2C","2",16,19,"2C-2"
33902.813,861.04895,3.133,"control","Salivary Gland","2C","3",16,19,"2C-3"
39636.145,1006.6616,3.133,"control","Salivary Gland","2C","4",16,19,"2C-4"
36903.852,937.26813,3.133,"control","Salivary Gland","2C","5",16,19,"2C-5"
246734.91,1381.5283,14.21,"control","Body","2C","1",16,19,"2C-1"
203990.2,1142.1904,14.21,"control","Body","2C","2",16,19,"2C-2"
214623.75,1201.7302,14.21,"control","Body","2C","3",16,19,"2C-3"
237494.38,1329.7885,14.21,"control","Body","2C","4",16,19,"2C-4"
224916.88,1259.364,14.21,"control","Body","2C","5",16,19,"2C-5"
706333.19,17939.145,3.133,"infected","Salivary Gland","2D","1",16,19,"2D-1"
1343069.1,34110.688,3.133,"infected","Salivary Gland","2D","2",16,19,"2D-2"
126229.64,3205.9255,3.133,"infected","Salivary Gland","2D","3",16,19,"2D-3"
287822.28,7309.9858,3.133,"infected","Salivary Gland","2D","4",16,19,"2D-4"
348833.03,8859.5098,3.133,"infected","Salivary Gland","2D","5",16,19,"2D-5"
291629.59,1632.9044,14.21,"infected","Body","2D","1",16,19,"2D-1"
322556,1806.069,14.21,"infected","Body","2D","2",16,19,"2D-2"
362140.63,2027.7129,14.21,"infected","Body","2D","3",16,19,"2D-3"
314795.81,1762.6179,14.21,"infected","Body","2D","4",16,19,"2D-4"
239742.91,1342.3785,14.21,"infected","Body","2D","5",16,19,"2D-5"
56719.688,1440.542,3.133,"control","Salivary Gland","2C","1",9,19,"2C-1"
47454.531,1205.2296,3.133,"control","Salivary Gland","2C","2",9,19,"2C-2"
40505.102,1028.7311,3.133,"control","Salivary Gland","2C","3",9,19,"2C-3"
58699.48,1490.824,3.133,"control","Salivary Gland","2C","4",9,19,"2C-4"
49673.957,1261.5977,3.133,"control","Salivary Gland","2C","5",9,19,"2C-5"
297174.78,1663.9535,14.21,"control","Body","2C","1",9,19,"2C-1"
238031.88,1332.798,14.21,"control","Body","2C","2",9,19,"2C-2"
275034.28,1539.9833,14.21,"control","Body","2C","3",9,19,"2C-3"
316829.34,1774.0042,14.21,"control","Body","2C","4",9,19,"2C-4"
283625.31,1594.5162,14.15,"control","Body","2C","5",9,19,"2C-5"
2345188.5,59562.082,3.133,"infected","Salivary Gland","2D","1",9,19,"2D-1"
1651992.6,41956.594,3.133,"infected","Salivary Gland","2D","2",9,19,"2D-2"
204317.17,5189.1592,3.133,"infected","Salivary Gland","2D","3",9,19,"2D-3"
1529241.3,38839.008,3.133,"infected","Salivary Gland","2D","4",9,19,"2D-4"
1070854.5,27197.098,3.133,"infected","Salivary Gland","2D","5",9,19,"2D-5"
847162.69,4743.4688,14.21,"infected","Body","2D","1",9,19,"2D-1"
1369084.1,7665.833,14.21,"infected","Body","2D","2",9,19,"2D-2"
466791.84,2613.6804,14.21,"infected","Body","2D","3",9,19,"2D-3"
487570.75,2730.0264,14.21,"infected","Body","2D","4",9,19,"2D-4"
477394.06,2683.8667,14.15,"infected","Body","2D","5",9,19,"2D-5"
69745.102,1771.3558,3.133,"control","Salivary Gland","2C","1",10,19,"2C-1"
53147.551,1349.8185,3.133,"control","Salivary Gland","2C","2",10,19,"2C-2"
55593.176,1411.9314,3.133,"control","Salivary Gland","2C","3",10,19,"2C-3"
67514.477,1714.7034,3.133,"control","Salivary Gland","2C","4",10,19,"2C-4"
56023.176,1422.8523,3.133,"control","Salivary Gland","2C","5",10,19,"2C-5"
317456.47,1777.5155,14.21,"control","Body","2C","1",10,19,"2C-1"
302908.13,1696.0558,14.21,"control","Body","2C","2",10,19,"2C-2"
298187.09,1669.6215,14.21,"control","Body","2C","3",10,19,"2C-3"
340810.84,1908.2822,14.21,"control","Body","2C","4",10,19,"2C-4"
310513.75,1738.6415,14.21,"control","Body","2C","5",10,19,"2C-5"
1323636.3,33617.141,3.133,"infected","Salivary Gland","2D","1",10,19,"2D-1"
2271595.8,57693.004,3.133,"infected","Salivary Gland","2D","2",10,19,"2D-2"
260497.13,6615.9932,3.133,"infected","Salivary Gland","2D","3",10,19,"2D-3"
760461.69,19313.877,3.133,"infected","Salivary Gland","2D","4",10,19,"2D-4"
419935.31,10665.335,3.133,"infected","Salivary Gland","2D","5",10,19,"2D-5"
459598.34,2573.4021,14.21,"infected","Body","2D","1",10,19,"2D-1"
1300651.4,7282.6616,14.21,"infected","Body","2D","2",10,19,"2D-2"
446881.97,2502.2002,14.21,"infected","Body","2D","3",10,19,"2D-3"
441574.13,2472.4805,14.21,"infected","Body","2D","4",10,19,"2D-4"
364693.75,2042.0084,14.21,"infected","Body","2D","5",10,19,"2D-5"
96055.734,2439.5818,3.133,"control","Salivary Gland","2C","1",11,19,"2C-1"
81281.203,2064.3447,3.133,"control","Salivary Gland","2C","2",11,19,"2C-2"
78315.984,1989.0355,3.133,"control","Salivary Gland","2C","3",11,19,"2C-3"
